date,ar_h_1,ar_h_2,ar_h_3,Real_obs
2018-04-30,1.6430877681075728,1.1372118495234236,1.4040409472967352,1.2757605495583801
2018-05-31,1.2481026761182428,1.6087258824016963,1.1125822534466965,2.4557956777996104
2018-06-30,2.405222583901982,1.2210444120354376,1.5750826066277919,2.052785923753664
2018-07-31,2.009692414808388,2.355690960127255,1.1945727580682777,2.235179786200181
2018-08-31,2.1878530213528458,1.967503554755979,2.307179359102265,2.1359223300970953
2018-09-30,2.0903439534029746,2.1415283336917588,1.9262003525780818,2.233009708737854
2018-10-31,2.1863228666229415,2.0457381721973693,2.0961845056523893,2.6290165530671983
2018-11-30,2.577703491472527,2.140612133666056,2.002084232296982,2.1568627450980316
2018-12-31,2.1114428884652146,2.527391956584543,2.0958571017812098,1.6553067185978598
2019-01-31,1.6197068086446569,2.066979496670614,2.4780624006367895,1.6715830875122961
2019-02-28,1.6358217290464387,1.5848725293594366,2.023452428193438,1.6634050880626194
2019-03-31,1.6279284594513004,1.600825438598365,1.5507874146803315,1.3592233009708687
2019-04-30,1.3295310103194489,1.5932084662420598,1.5665778485272202,2.131782945736438
2019-05-31,2.0862725936144155,1.300487349016495,1.5592289711311547,1.342281879194629
2019-06-30,1.312059357001044,2.0417338189010654,1.2720781477263827,1.5325670498084198
2019-07-31,1.4986017615057896,1.2825173184390266,1.998145879883414,1.1406844106463865
2019-08-31,1.1146738995863381,1.4653892238313457,1.253640441889492,1.0456273764258395
2019-09-30,1.0216995688089696,1.0892564944540033,1.4329127540617386,0.8547008547008517
2019-10-31,0.8349747929986324,0.9983193176068018,1.064418670922979,0.8538899430740043
2019-11-30,0.8342081809433969,0.8157039987834406,0.9754740927107659,1.151631477927073
2019-12-31,1.1254534085559142,0.8149800741857187,0.7968779647128641,1.5325670498084198
2020-01-31,1.4985572544721704,1.099870400477483,0.7961951662576978,1.6441005802707798
2020-02-29,1.6080508593675815,1.4653021838175966,1.0748689271808258,1.7324350336862304
2020-03-31,1.694870691828139,1.5727915903338086,1.4327850894538454,1.3409961685823646
2020-04-30,1.3109793885429328,1.6581208565759487,1.5383054411584989,0.7590132827324458
2020-05-31,0.7413641080114737,1.2816345023575215,1.6221678670050097,0.47303689687796524
2020-06-30,0.4619278241620877,0.7241253258032782,1.2529464703932829,0.8490566037735903
2020-07-31,0.8292948650255557,0.45107964335003664,0.7072873933378881,0.0
2020-08-31,-2.5734400597055558e-17,0.8099930794969059,0.44048622750509797,-0.09407337723423836
2020-09-30,-0.09180411538477364,-2.5113382375300693e-17,0.7911405418055528,-0.37664783427495685
2020-10-31,-0.3675753772047677,-0.08958959324480836,-2.450735046069905e-17,-0.470366886171214
2020-11-30,-0.45905839900013506,-0.35872145179678455,-0.0874284903691957,-0.6641366223908984
2020-12-31,-0.6482484720781071,-0.44802178871039744,-0.3500807941972337,-0.6603773584905714
2021-01-31,-0.6445919767309632,-0.6327404142219748,-0.4372505188805073,1.6175071360609028
2021-02-28,1.5753968200551334,-0.6291839220769755,-0.6176033558649978,1.6083254493850507
2021-03-31,1.5665708417281856,1.5343828075367316,-0.6141441750606724,1.9848771266540721
2021-04-30,1.9348716969545274,1.5259002480445156,1.4944365572490552,2.0715630885122405
2021-05-31,2.020035725218676,1.8861260646327938,1.4862855256604528,2.354048964218447
2021-06-30,2.2955717891524086,1.9697900362234757,1.8386084913468017,2.0579981290925975
2021-07-31,2.007133494255386,2.238547251671944,1.9207941415913574,3.101503759398483
2021-08-31,3.031168537231072,1.9575260088006492,2.182939266655761,3.3898305084745672
2021-09-30,3.3177152833991843,2.9624283618090823,1.9091446015416005,4.064272211720232
2021-10-31,3.990603503123861,3.247134237001665,2.8952470610121774,4.6313799621928275
2021-11-30,4.562133873177574,3.9182701082918103,3.1780547311780145,6.017191977077352
2021-12-31,5.951521680855623,4.493923117234331,3.8472478234219083,5.698005698005693
2022-01-31,5.630001407739563,5.886568095654961,4.4267322145781005,5.149812734082393
2022-02-28,5.0777224744075635,5.562808731876736,5.822323399450535,5.493482309124764
2022-03-31,5.4252275057214385,5.00664137871759,5.496417983999823,7.599629286376253
2022-04-30,7.549332132002993,5.357820746950912,4.936555320111654,7.841328413284132
2022-05-31,7.7950973199761195,7.499367862780142,5.291251496123261,8.739650413983435
2022-06-30,8.702508118932032,7.749138797063811,7.449734275550787,8.249312557286892
2022-07-31,8.20771657930168,8.665523673453134,7.703451237520089,8.477666362807646
2022-08-31,8.438906706157637,8.166330343082528,8.628696406708077,8.834244080145726
2022-09-30,8.798965126113355,8.400324257588169,8.125152791036598,10.899182561307907
2022-10-31,10.872925455395606,8.763827056189044,8.36191820690879,11.562782294489615
2022-11-30,11.539232020969163,10.846731605200604,8.728829307761671,11.261261261261257
2022-12-31,11.236699300549324,11.515729713013465,10.82060085833422,9.613656783468105
2023-01-31,9.578234565002484,11.212190911981756,11.492275272929584,9.171861086375777
2023-02-28,9.13354676855201,9.542942862280173,11.187735978712235,9.267431597528674
2023-03-31,9.230313428006898,9.095392504062728,9.507781194406412,7.751937984496116
2023-04-30,7.701142069447178,9.19334392518896,9.057397624304876,7.613344739093231
2023-05-31,7.562320725254234,7.65067900342139,9.156522493630929,6.260575296108284
2023-06-30,6.20118027607952,7.5116386701833555,7.6005466053679305,6.77392040643523
2023-07-31,6.716749222668946,6.142348745544512,7.461296282100896,6.470588235294117
